sku,location,opening_stock,daily_demand,safety_stock,transfer_cost_per_unit,transfer_lead_days
SKU-DEMO-0240,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0241,TX,0,10,0,5,1
SKU-DEMO-0241,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0242,TX,0,10,0,5,1
SKU-DEMO-0242,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0243,TX,0,10,0,5,1
SKU-DEMO-0243,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0244,TX,0,10,0,5,1
SKU-DEMO-0244,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0245,TX,0,10,0,5,1
SKU-DEMO-0245,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0246,TX,0,10,0,5,1
SKU-DEMO-0246,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0247,TX,0,10,0,5,1
SKU-DEMO-0247,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0248,TX,0,10,0,5,1
SKU-DEMO-0248,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0249,TX,0,10,0,5,1
SKU-DEMO-0249,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0250,TX,0,10,0,5,1
SKU-DEMO-0250,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0251,TX,0,10,0,5,1
SKU-DEMO-0251,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0252,TX,0,10,0,5,1
SKU-DEMO-0252,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0253,TX,0,10,0,5,1
SKU-DEMO-0253,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0254,TX,0,10,0,5,1
SKU-DEMO-0254,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0255,TX,0,10,0,5,1
SKU-DEMO-0255,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0256,TX,0,10,0,5,1
SKU-DEMO-0256,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0257,TX,0,10,0,5,1
SKU-DEMO-0257,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0258,TX,0,10,0,5,1
SKU-DEMO-0258,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0259,TX,0,10,0,5,1
SKU-DEMO-0259,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0260,TX,0,10,0,5,1
SKU-DEMO-0260,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0261,TX,0,10,0,5,1
SKU-DEMO-0261,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0262,TX,0,10,0,5,1
SKU-DEMO-0262,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0263,TX,0,10,0,5,1
SKU-DEMO-0263,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0264,TX,0,10,0,5,1
SKU-DEMO-0264,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0265,TX,0,10,0,5,1
SKU-DEMO-0265,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0266,TX,0,10,0,5,1
SKU-DEMO-0266,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0267,TX,0,10,0,5,1
SKU-DEMO-0267,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0268,TX,0,10,0,5,1
SKU-DEMO-0268,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0269,TX,0,10,0,5,1
SKU-DEMO-0269,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0270,TX,0,10,0,5,1
SKU-DEMO-0270,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0271,TX,0,10,0,5,1
SKU-DEMO-0271,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0272,TX,0,10,0,5,1
SKU-DEMO-0272,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0273,TX,0,10,0,5,1
SKU-DEMO-0273,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0274,TX,0,10,0,5,1
SKU-DEMO-0274,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0275,TX,0,10,0,5,1
SKU-DEMO-0275,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0276,TX,0,10,0,5,1
SKU-DEMO-0276,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0277,TX,0,10,0,5,1
SKU-DEMO-0277,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0278,TX,0,10,0,5,1
SKU-DEMO-0278,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0279,TX,0,10,0,5,1
SKU-DEMO-0279,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0280,TX,0,10,0,5,1
SKU-DEMO-0280,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0281,TX,0,10,0,5,1
SKU-DEMO-0281,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0282,TX,0,10,0,5,1
SKU-DEMO-0282,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0283,TX,0,10,0,5,1
SKU-DEMO-0283,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0284,TX,0,10,0,5,1
SKU-DEMO-0284,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0285,TX,0,10,0,5,1
SKU-DEMO-0285,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0286,TX,0,10,0,5,1
SKU-DEMO-0286,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0287,TX,0,10,0,5,1
SKU-DEMO-0287,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0288,TX,0,10,0,5,1
SKU-DEMO-0288,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0289,TX,0,10,0,5,1
SKU-DEMO-0289,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0290,TX,0,10,0,5,1
SKU-DEMO-0290,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0291,TX,0,10,0,5,1
SKU-DEMO-0291,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0292,TX,0,10,0,5,1
SKU-DEMO-0292,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0293,TX,0,10,0,5,1
SKU-DEMO-0293,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0294,TX,0,10,0,5,1
SKU-DEMO-0294,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0295,TX,0,10,0,5,1
SKU-DEMO-0295,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0296,TX,0,10,0,5,1
SKU-DEMO-0296,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0297,TX,0,10,0,5,1
SKU-DEMO-0297,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0298,TX,0,10,0,5,1
SKU-DEMO-0298,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0299,TX,0,10,0,5,1
SKU-DEMO-0299,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0300,TX,0,10,0,5,1
SKU-DEMO-0300,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0301,TX,0,10,0,5,1
SKU-DEMO-0301,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0302,TX,0,10,0,5,1
SKU-DEMO-0302,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0303,TX,0,10,0,5,1
SKU-DEMO-0303,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0304,TX,0,10,0,5,1
SKU-DEMO-0304,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0305,TX,0,10,0,5,1
SKU-DEMO-0305,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0306,TX,0,10,0,5,1
SKU-DEMO-0306,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0307,TX,0,10,0,5,1
SKU-DEMO-0307,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0308,TX,0,10,0,5,1
SKU-DEMO-0308,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0309,TX,0,10,0,5,1
SKU-DEMO-0309,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0310,TX,0,10,0,5,1
SKU-DEMO-0310,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0311,TX,0,10,0,5,1
SKU-DEMO-0311,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0312,TX,0,10,0,5,1
SKU-DEMO-0312,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0313,TX,0,10,0,5,1
SKU-DEMO-0313,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0314,TX,0,10,0,5,1
SKU-DEMO-0314,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0315,TX,0,10,0,5,1
SKU-DEMO-0315,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0316,TX,0,10,0,5,1
SKU-DEMO-0316,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0317,TX,0,10,0,5,1
SKU-DEMO-0317,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0318,TX,0,10,0,5,1
SKU-DEMO-0318,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0319,TX,0,10,0,5,1
SKU-DEMO-0319,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0320,TX,0,10,0,5,1
SKU-DEMO-0320,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0321,TX,0,10,0,5,1
SKU-DEMO-0321,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0322,TX,0,10,0,5,1
SKU-DEMO-0322,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0323,TX,0,10,0,5,1
SKU-DEMO-0323,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0324,TX,0,10,0,5,1
SKU-DEMO-0324,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0325,TX,0,10,0,5,1
SKU-DEMO-0325,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0326,TX,0,10,0,5,1
SKU-DEMO-0326,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0327,TX,0,10,0,5,1
SKU-DEMO-0327,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0328,TX,0,10,0,5,1
SKU-DEMO-0328,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0329,TX,0,10,0,5,1
SKU-DEMO-0329,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0330,TX,0,10,0,5,1
SKU-DEMO-0330,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0331,TX,0,10,0,5,1
SKU-DEMO-0331,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0332,TX,0,10,0,5,1
SKU-DEMO-0332,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0333,TX,0,10,0,5,1
SKU-DEMO-0333,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0334,TX,0,10,0,5,1
SKU-DEMO-0334,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0335,TX,0,10,0,5,1
SKU-DEMO-0335,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0336,TX,0,10,0,5,1
SKU-DEMO-0336,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0337,TX,0,10,0,5,1
SKU-DEMO-0337,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0338,TX,0,10,0,5,1
SKU-DEMO-0338,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0339,TX,0,10,0,5,1
SKU-DEMO-0339,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0340,TX,0,10,0,5,1
SKU-DEMO-0340,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0341,TX,0,10,0,5,1
SKU-DEMO-0341,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0342,TX,0,10,0,5,1
SKU-DEMO-0342,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0343,TX,0,10,0,5,1
SKU-DEMO-0343,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0344,TX,0,10,0,5,1
SKU-DEMO-0344,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0345,TX,0,10,0,5,1
SKU-DEMO-0345,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0346,TX,0,10,0,5,1
SKU-DEMO-0346,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0347,TX,0,10,0,5,1
SKU-DEMO-0347,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0348,TX,0,10,0,5,1
SKU-DEMO-0348,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0349,TX,0,10,0,5,1
SKU-DEMO-0349,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0350,TX,0,10,0,5,1
SKU-DEMO-0350,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0351,TX,0,10,0,5,1
SKU-DEMO-0351,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0352,TX,0,10,0,5,1
SKU-DEMO-0352,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0353,TX,0,10,0,5,1
SKU-DEMO-0353,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0354,TX,0,10,0,5,1
SKU-DEMO-0354,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0355,TX,0,10,0,5,1
SKU-DEMO-0355,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0356,TX,0,10,0,5,1
SKU-DEMO-0356,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0357,TX,0,10,0,5,1
SKU-DEMO-0357,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0358,TX,0,10,0,5,1
SKU-DEMO-0358,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0359,TX,0,10,0,5,1
SKU-DEMO-0359,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0360,TX,0,10,0,5,1
SKU-DEMO-0360,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0361,TX,0,10,0,5,1
SKU-DEMO-0361,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0362,TX,0,10,0,5,1
SKU-DEMO-0362,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0363,TX,0,10,0,5,1
SKU-DEMO-0363,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0364,TX,0,10,0,5,1
SKU-DEMO-0364,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0365,TX,0,10,0,5,1
SKU-DEMO-0365,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0366,TX,0,10,0,5,1
SKU-DEMO-0366,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0367,TX,0,10,0,5,1
SKU-DEMO-0367,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0368,TX,0,10,0,5,1
SKU-DEMO-0368,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0369,TX,0,10,0,5,1
SKU-DEMO-0369,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0370,TX,0,10,0,5,1
SKU-DEMO-0370,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0371,TX,0,10,0,5,1
SKU-DEMO-0371,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0372,TX,0,10,0,5,1
SKU-DEMO-0372,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0373,TX,0,10,0,5,1
SKU-DEMO-0373,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0374,TX,0,10,0,5,1
SKU-DEMO-0374,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0375,TX,0,10,0,5,1
SKU-DEMO-0375,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0376,TX,0,10,0,5,1
SKU-DEMO-0376,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0377,TX,0,10,0,5,1
SKU-DEMO-0377,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0378,TX,0,10,0,5,1
SKU-DEMO-0378,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0379,TX,0,10,0,5,1
SKU-DEMO-0379,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0380,TX,0,10,0,5,1
SKU-DEMO-0380,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0381,TX,0,10,0,5,1
SKU-DEMO-0381,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0382,TX,0,10,0,5,1
SKU-DEMO-0382,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0383,TX,0,10,0,5,1
SKU-DEMO-0383,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0384,TX,0,10,0,5,1
SKU-DEMO-0384,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0385,TX,0,10,0,5,1
SKU-DEMO-0385,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0386,TX,0,10,0,5,1
SKU-DEMO-0386,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0387,TX,0,10,0,5,1
SKU-DEMO-0387,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0388,TX,0,10,0,5,1
SKU-DEMO-0388,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0389,TX,0,10,0,5,1
SKU-DEMO-0389,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0390,TX,0,10,0,5,1
SKU-DEMO-0390,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0391,TX,0,10,0,5,1
SKU-DEMO-0391,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0392,TX,0,10,0,5,1
SKU-DEMO-0392,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0393,TX,0,10,0,5,1
SKU-DEMO-0393,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0394,TX,0,10,0,5,1
SKU-DEMO-0394,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0395,TX,0,10,0,5,1
SKU-DEMO-0395,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0396,TX,0,10,0,5,1
SKU-DEMO-0396,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0397,TX,0,10,0,5,1
SKU-DEMO-0397,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0398,TX,0,10,0,5,1
SKU-DEMO-0398,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0399,TX,0,10,0,5,1
SKU-DEMO-0399,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0400,TX,0,10,0,5,1
SKU-DEMO-0400,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0401,TX,0,10,0,5,1
SKU-DEMO-0401,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0402,TX,0,10,0,5,1
SKU-DEMO-0402,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0403,TX,0,10,0,5,1
SKU-DEMO-0403,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0404,TX,0,10,0,5,1
SKU-DEMO-0404,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0405,TX,0,10,0,5,1
SKU-DEMO-0405,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0406,TX,0,10,0,5,1
SKU-DEMO-0406,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0407,TX,0,10,0,5,1
SKU-DEMO-0407,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0408,TX,0,10,0,5,1
SKU-DEMO-0408,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0409,TX,0,10,0,5,1
SKU-DEMO-0409,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0410,TX,0,10,0,5,1
SKU-DEMO-0410,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0411,TX,0,10,0,5,1
SKU-DEMO-0411,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0412,TX,0,10,0,5,1
SKU-DEMO-0412,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0413,TX,0,10,0,5,1
SKU-DEMO-0413,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0414,TX,0,10,0,5,1
SKU-DEMO-0414,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0415,TX,0,10,0,5,1
SKU-DEMO-0415,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0416,TX,0,10,0,5,1
SKU-DEMO-0416,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0417,TX,0,10,0,5,1
SKU-DEMO-0417,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0418,TX,0,10,0,5,1
SKU-DEMO-0418,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0419,TX,0,10,0,5,1
SKU-DEMO-0419,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0420,TX,0,10,0,5,1
SKU-DEMO-0420,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0421,TX,0,10,0,5,1
SKU-DEMO-0421,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0422,TX,0,10,0,5,1
SKU-DEMO-0422,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0423,TX,0,10,0,5,1
SKU-DEMO-0423,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0424,TX,0,10,0,5,1
SKU-DEMO-0424,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0425,TX,0,10,0,5,1
SKU-DEMO-0425,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0426,TX,0,10,0,5,1
SKU-DEMO-0426,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0427,TX,0,10,0,5,1
SKU-DEMO-0427,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0428,TX,0,10,0,5,1
SKU-DEMO-0428,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0429,TX,0,10,0,5,1
SKU-DEMO-0429,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0430,TX,0,10,0,5,1
SKU-DEMO-0430,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0431,TX,0,10,0,5,1
SKU-DEMO-0431,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0432,TX,0,10,0,5,1
SKU-DEMO-0432,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0433,TX,0,10,0,5,1
SKU-DEMO-0433,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0434,TX,0,10,0,5,1
SKU-DEMO-0434,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0435,TX,0,10,0,5,1
SKU-DEMO-0435,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0436,TX,0,10,0,5,1
SKU-DEMO-0436,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0437,TX,0,10,0,5,1
SKU-DEMO-0437,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0438,TX,0,10,0,5,1
SKU-DEMO-0438,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0439,TX,0,10,0,5,1
SKU-DEMO-0439,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0440,TX,0,10,0,5,1
SKU-DEMO-0440,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0441,TX,0,10,0,5,1
SKU-DEMO-0441,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0442,TX,0,10,0,5,1
SKU-DEMO-0442,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0443,TX,0,10,0,5,1
SKU-DEMO-0443,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0444,TX,0,10,0,5,1
SKU-DEMO-0444,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0445,TX,0,10,0,5,1
SKU-DEMO-0445,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0446,TX,0,10,0,5,1
SKU-DEMO-0446,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0447,TX,0,10,0,5,1
SKU-DEMO-0447,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0448,TX,0,10,0,5,1
SKU-DEMO-0448,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0449,TX,0,10,0,5,1
SKU-DEMO-0449,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0450,TX,0,10,0,5,1
SKU-DEMO-0450,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0451,TX,0,10,0,5,1
SKU-DEMO-0451,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0452,TX,0,10,0,5,1
SKU-DEMO-0452,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0453,TX,0,10,0,5,1
SKU-DEMO-0453,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0454,TX,0,10,0,5,1
SKU-DEMO-0454,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0455,TX,0,10,0,5,1
SKU-DEMO-0455,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0456,TX,0,10,0,5,1
SKU-DEMO-0456,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0457,TX,0,10,0,5,1
SKU-DEMO-0457,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0458,TX,0,10,0,5,1
SKU-DEMO-0458,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0459,TX,0,10,0,5,1
SKU-DEMO-0459,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0460,TX,0,10,0,5,1
SKU-DEMO-0460,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0461,TX,0,10,0,5,1
SKU-DEMO-0461,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0462,TX,0,10,0,5,1
SKU-DEMO-0462,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0463,TX,0,10,0,5,1
SKU-DEMO-0463,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0464,TX,0,10,0,5,1
SKU-DEMO-0464,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0465,TX,0,10,0,5,1
SKU-DEMO-0465,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0466,TX,0,10,0,5,1
SKU-DEMO-0466,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0467,TX,0,10,0,5,1
SKU-DEMO-0467,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0468,TX,0,10,0,5,1
SKU-DEMO-0468,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0469,TX,0,10,0,5,1
SKU-DEMO-0469,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0470,TX,0,10,0,5,1
SKU-DEMO-0470,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0471,TX,0,10,0,5,1
SKU-DEMO-0471,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0472,TX,0,10,0,5,1
SKU-DEMO-0472,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0473,TX,0,10,0,5,1
SKU-DEMO-0473,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0474,TX,0,10,0,5,1
SKU-DEMO-0474,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0475,TX,0,10,0,5,1
SKU-DEMO-0475,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0476,TX,0,10,0,5,1
SKU-DEMO-0476,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0477,TX,0,10,0,5,1
SKU-DEMO-0477,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0478,TX,0,10,0,5,1
SKU-DEMO-0478,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0479,TX,0,10,0,5,1
SKU-DEMO-0479,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0480,TX,0,10,0,5,1
SKU-DEMO-0480,DEMO_RESERVE,100,1,10,5,1
