shipment_id,sku,destination,quantity,promised_day,milestone_delay_days,expedite_days_saved,expedite_cost
SHIP-DEMO-0367,SKU-DEMO-0367,TX,60,0,4,3,300
SHIP-DEMO-0368,SKU-DEMO-0368,TX,60,0,4,3,300
SHIP-DEMO-0369,SKU-DEMO-0369,TX,60,0,4,3,300
SHIP-DEMO-0370,SKU-DEMO-0370,TX,60,0,4,3,300
SHIP-DEMO-0371,SKU-DEMO-0371,TX,60,0,4,3,300
SHIP-DEMO-0372,SKU-DEMO-0372,TX,60,0,4,3,300
SHIP-DEMO-0373,SKU-DEMO-0373,TX,60,0,4,3,300
SHIP-DEMO-0374,SKU-DEMO-0374,TX,60,0,4,3,300
SHIP-DEMO-0375,SKU-DEMO-0375,TX,60,0,4,3,300
SHIP-DEMO-0376,SKU-DEMO-0376,TX,60,0,4,3,300
SHIP-DEMO-0377,SKU-DEMO-0377,TX,60,0,4,3,300
SHIP-DEMO-0378,SKU-DEMO-0378,TX,60,0,4,3,300
SHIP-DEMO-0379,SKU-DEMO-0379,TX,60,0,4,3,300
SHIP-DEMO-0380,SKU-DEMO-0380,TX,60,0,4,3,300
SHIP-DEMO-0381,SKU-DEMO-0381,TX,60,0,4,3,300
SHIP-DEMO-0382,SKU-DEMO-0382,TX,60,0,4,3,300
SHIP-DEMO-0383,SKU-DEMO-0383,TX,60,0,4,3,300
SHIP-DEMO-0384,SKU-DEMO-0384,TX,60,0,4,3,300
SHIP-DEMO-0385,SKU-DEMO-0385,TX,60,0,4,3,300
SHIP-DEMO-0386,SKU-DEMO-0386,TX,60,0,4,3,300
SHIP-DEMO-0387,SKU-DEMO-0387,TX,60,0,4,3,300
SHIP-DEMO-0388,SKU-DEMO-0388,TX,60,0,4,3,300
SHIP-DEMO-0389,SKU-DEMO-0389,TX,60,0,4,3,300
SHIP-DEMO-0390,SKU-DEMO-0390,TX,60,0,4,3,300
SHIP-DEMO-0391,SKU-DEMO-0391,TX,60,0,4,3,300
SHIP-DEMO-0392,SKU-DEMO-0392,TX,60,0,4,3,300
SHIP-DEMO-0393,SKU-DEMO-0393,TX,60,0,4,3,300
SHIP-DEMO-0394,SKU-DEMO-0394,TX,60,0,4,3,300
SHIP-DEMO-0395,SKU-DEMO-0395,TX,60,0,4,3,300
SHIP-DEMO-0396,SKU-DEMO-0396,TX,60,0,4,3,300
SHIP-DEMO-0397,SKU-DEMO-0397,TX,60,0,4,3,300
SHIP-DEMO-0398,SKU-DEMO-0398,TX,60,0,4,3,300
SHIP-DEMO-0399,SKU-DEMO-0399,TX,60,0,4,3,300
SHIP-DEMO-0400,SKU-DEMO-0400,TX,60,0,4,3,300
SHIP-DEMO-0401,SKU-DEMO-0401,TX,60,0,4,3,300
SHIP-DEMO-0402,SKU-DEMO-0402,TX,60,0,4,3,300
SHIP-DEMO-0403,SKU-DEMO-0403,TX,60,0,4,3,300
SHIP-DEMO-0404,SKU-DEMO-0404,TX,60,0,4,3,300
SHIP-DEMO-0405,SKU-DEMO-0405,TX,60,0,4,3,300
SHIP-DEMO-0406,SKU-DEMO-0406,TX,60,0,4,3,300
SHIP-DEMO-0407,SKU-DEMO-0407,TX,60,0,4,3,300
SHIP-DEMO-0408,SKU-DEMO-0408,TX,60,0,4,3,300
SHIP-DEMO-0409,SKU-DEMO-0409,TX,60,0,4,3,300
SHIP-DEMO-0410,SKU-DEMO-0410,TX,60,0,4,3,300
SHIP-DEMO-0411,SKU-DEMO-0411,TX,60,0,4,3,300
SHIP-DEMO-0412,SKU-DEMO-0412,TX,60,0,4,3,300
SHIP-DEMO-0413,SKU-DEMO-0413,TX,60,0,4,3,300
SHIP-DEMO-0414,SKU-DEMO-0414,TX,60,0,4,3,300
SHIP-DEMO-0415,SKU-DEMO-0415,TX,60,0,4,3,300
SHIP-DEMO-0416,SKU-DEMO-0416,TX,60,0,4,3,300
SHIP-DEMO-0417,SKU-DEMO-0417,TX,60,0,4,3,300
SHIP-DEMO-0418,SKU-DEMO-0418,TX,60,0,4,3,300
SHIP-DEMO-0419,SKU-DEMO-0419,TX,60,0,4,3,300
SHIP-DEMO-0420,SKU-DEMO-0420,TX,60,0,4,3,300
SHIP-DEMO-0421,SKU-DEMO-0421,TX,60,0,4,3,300
SHIP-DEMO-0422,SKU-DEMO-0422,TX,60,0,4,3,300
SHIP-DEMO-0423,SKU-DEMO-0423,TX,60,0,4,3,300
SHIP-DEMO-0424,SKU-DEMO-0424,TX,60,0,4,3,300
SHIP-DEMO-0425,SKU-DEMO-0425,TX,60,0,4,3,300
SHIP-DEMO-0426,SKU-DEMO-0426,TX,60,0,4,3,300
SHIP-DEMO-0427,SKU-DEMO-0427,TX,60,0,4,3,300
SHIP-DEMO-0428,SKU-DEMO-0428,TX,60,0,4,3,300
SHIP-DEMO-0429,SKU-DEMO-0429,TX,60,0,4,3,300
SHIP-DEMO-0430,SKU-DEMO-0430,TX,60,0,4,3,300
SHIP-DEMO-0431,SKU-DEMO-0431,TX,60,0,4,3,300
SHIP-DEMO-0432,SKU-DEMO-0432,TX,60,0,4,3,300
SHIP-DEMO-0433,SKU-DEMO-0433,TX,60,0,4,3,300
SHIP-DEMO-0434,SKU-DEMO-0434,TX,60,0,4,3,300
SHIP-DEMO-0435,SKU-DEMO-0435,TX,60,0,4,3,300
SHIP-DEMO-0436,SKU-DEMO-0436,TX,60,0,4,3,300
SHIP-DEMO-0437,SKU-DEMO-0437,TX,60,0,4,3,300
SHIP-DEMO-0438,SKU-DEMO-0438,TX,60,0,4,3,300
SHIP-DEMO-0439,SKU-DEMO-0439,TX,60,0,4,3,300
SHIP-DEMO-0440,SKU-DEMO-0440,TX,60,0,4,3,300
SHIP-DEMO-0441,SKU-DEMO-0441,TX,60,0,4,3,300
SHIP-DEMO-0442,SKU-DEMO-0442,TX,60,0,4,3,300
SHIP-DEMO-0443,SKU-DEMO-0443,TX,60,0,4,3,300
SHIP-DEMO-0444,SKU-DEMO-0444,TX,60,0,4,3,300
SHIP-DEMO-0445,SKU-DEMO-0445,TX,60,0,4,3,300
SHIP-DEMO-0446,SKU-DEMO-0446,TX,60,0,4,3,300
SHIP-DEMO-0447,SKU-DEMO-0447,TX,60,0,4,3,300
SHIP-DEMO-0448,SKU-DEMO-0448,TX,60,0,4,3,300
SHIP-DEMO-0449,SKU-DEMO-0449,TX,60,0,4,3,300
SHIP-DEMO-0450,SKU-DEMO-0450,TX,60,0,4,3,300
SHIP-DEMO-0451,SKU-DEMO-0451,TX,60,0,4,3,300
SHIP-DEMO-0452,SKU-DEMO-0452,TX,60,0,4,3,300
SHIP-DEMO-0453,SKU-DEMO-0453,TX,60,0,4,3,300
SHIP-DEMO-0454,SKU-DEMO-0454,TX,60,0,4,3,300
SHIP-DEMO-0455,SKU-DEMO-0455,TX,60,0,4,3,300
SHIP-DEMO-0456,SKU-DEMO-0456,TX,60,0,4,3,300
SHIP-DEMO-0457,SKU-DEMO-0457,TX,60,0,4,3,300
SHIP-DEMO-0458,SKU-DEMO-0458,TX,60,0,4,3,300
SHIP-DEMO-0459,SKU-DEMO-0459,TX,60,0,4,3,300
SHIP-DEMO-0460,SKU-DEMO-0460,TX,60,0,4,3,300
SHIP-DEMO-0461,SKU-DEMO-0461,TX,60,0,4,3,300
SHIP-DEMO-0462,SKU-DEMO-0462,TX,60,0,4,3,300
SHIP-DEMO-0463,SKU-DEMO-0463,TX,60,0,4,3,300
SHIP-DEMO-0464,SKU-DEMO-0464,TX,60,0,4,3,300
SHIP-DEMO-0465,SKU-DEMO-0465,TX,60,0,4,3,300
SHIP-DEMO-0466,SKU-DEMO-0466,TX,60,0,4,3,300
SHIP-DEMO-0467,SKU-DEMO-0467,TX,60,0,4,3,300
SHIP-DEMO-0468,SKU-DEMO-0468,TX,60,0,4,3,300
SHIP-DEMO-0469,SKU-DEMO-0469,TX,60,0,4,3,300
SHIP-DEMO-0470,SKU-DEMO-0470,TX,60,0,4,3,300
SHIP-DEMO-0471,SKU-DEMO-0471,TX,60,0,4,3,300
SHIP-DEMO-0472,SKU-DEMO-0472,TX,60,0,4,3,300
SHIP-DEMO-0473,SKU-DEMO-0473,TX,60,0,4,3,300
SHIP-DEMO-0474,SKU-DEMO-0474,TX,60,0,4,3,300
SHIP-DEMO-0475,SKU-DEMO-0475,TX,60,0,4,3,300
SHIP-DEMO-0476,SKU-DEMO-0476,TX,60,0,4,3,300
SHIP-DEMO-0477,SKU-DEMO-0477,TX,60,0,4,3,300
SHIP-DEMO-0478,SKU-DEMO-0478,TX,60,0,4,3,300
SHIP-DEMO-0479,SKU-DEMO-0479,TX,60,0,4,3,300
SHIP-DEMO-0480,SKU-DEMO-0480,TX,60,0,4,3,300
SHIP-DEMO-0481,SKU-DEMO-0481,TX,60,0,4,3,300
SHIP-DEMO-0482,SKU-DEMO-0482,TX,60,0,4,3,300
SHIP-DEMO-0483,SKU-DEMO-0483,TX,60,0,4,3,300
SHIP-DEMO-0484,SKU-DEMO-0484,TX,60,0,4,3,300
SHIP-DEMO-0485,SKU-DEMO-0485,TX,60,0,4,3,300
SHIP-DEMO-0486,SKU-DEMO-0486,TX,60,0,4,3,300
SHIP-DEMO-0487,SKU-DEMO-0487,TX,60,0,4,3,300
SHIP-DEMO-0488,SKU-DEMO-0488,TX,60,0,4,3,300
SHIP-DEMO-0489,SKU-DEMO-0489,TX,60,0,4,3,300
SHIP-DEMO-0490,SKU-DEMO-0490,TX,60,0,4,3,300
SHIP-DEMO-0491,SKU-DEMO-0491,TX,60,0,4,3,300
SHIP-DEMO-0492,SKU-DEMO-0492,TX,60,0,4,3,300
SHIP-DEMO-0493,SKU-DEMO-0493,TX,60,0,4,3,300
SHIP-DEMO-0494,SKU-DEMO-0494,TX,60,0,4,3,300
SHIP-DEMO-0495,SKU-DEMO-0495,TX,60,0,4,3,300
SHIP-DEMO-0496,SKU-DEMO-0496,TX,60,0,4,3,300
SHIP-DEMO-0497,SKU-DEMO-0497,TX,60,0,4,3,300
SHIP-DEMO-0498,SKU-DEMO-0498,TX,60,0,4,3,300
SHIP-DEMO-0499,SKU-DEMO-0499,TX,60,0,4,3,300
SHIP-DEMO-0500,SKU-DEMO-0500,TX,60,0,4,3,300
SHIP-DEMO-0501,SKU-DEMO-0501,TX,60,0,4,3,300
SHIP-DEMO-0502,SKU-DEMO-0502,TX,60,0,4,3,300
SHIP-DEMO-0503,SKU-DEMO-0503,TX,60,0,4,3,300
SHIP-DEMO-0504,SKU-DEMO-0504,TX,60,0,4,3,300
SHIP-DEMO-0505,SKU-DEMO-0505,TX,60,0,4,3,300
SHIP-DEMO-0506,SKU-DEMO-0506,TX,60,0,4,3,300
SHIP-DEMO-0507,SKU-DEMO-0507,TX,60,0,4,3,300
SHIP-DEMO-0508,SKU-DEMO-0508,TX,60,0,4,3,300
SHIP-DEMO-0509,SKU-DEMO-0509,TX,60,0,4,3,300
SHIP-DEMO-0510,SKU-DEMO-0510,TX,60,0,4,3,300
SHIP-DEMO-0511,SKU-DEMO-0511,TX,60,0,4,3,300
SHIP-DEMO-0512,SKU-DEMO-0512,TX,60,0,4,3,300
SHIP-DEMO-0513,SKU-DEMO-0513,TX,60,0,4,3,300
SHIP-DEMO-0514,SKU-DEMO-0514,TX,60,0,4,3,300
SHIP-DEMO-0515,SKU-DEMO-0515,TX,60,0,4,3,300
SHIP-DEMO-0516,SKU-DEMO-0516,TX,60,0,4,3,300
SHIP-DEMO-0517,SKU-DEMO-0517,TX,60,0,4,3,300
SHIP-DEMO-0518,SKU-DEMO-0518,TX,60,0,4,3,300
SHIP-DEMO-0519,SKU-DEMO-0519,TX,60,0,4,3,300
SHIP-DEMO-0520,SKU-DEMO-0520,TX,60,0,4,3,300
SHIP-DEMO-0521,SKU-DEMO-0521,TX,60,0,4,3,300
SHIP-DEMO-0522,SKU-DEMO-0522,TX,60,0,4,3,300
SHIP-DEMO-0523,SKU-DEMO-0523,TX,60,0,4,3,300
SHIP-DEMO-0524,SKU-DEMO-0524,TX,60,0,4,3,300
SHIP-DEMO-0525,SKU-DEMO-0525,TX,60,0,4,3,300
SHIP-DEMO-0526,SKU-DEMO-0526,TX,60,0,4,3,300
SHIP-DEMO-0527,SKU-DEMO-0527,TX,60,0,4,3,300
SHIP-DEMO-0528,SKU-DEMO-0528,TX,60,0,4,3,300
SHIP-DEMO-0529,SKU-DEMO-0529,TX,60,0,4,3,300
SHIP-DEMO-0530,SKU-DEMO-0530,TX,60,0,4,3,300
SHIP-DEMO-0531,SKU-DEMO-0531,TX,60,0,4,3,300
SHIP-DEMO-0532,SKU-DEMO-0532,TX,60,0,4,3,300
SHIP-DEMO-0533,SKU-DEMO-0533,TX,60,0,4,3,300
SHIP-DEMO-0534,SKU-DEMO-0534,TX,60,0,4,3,300
SHIP-DEMO-0535,SKU-DEMO-0535,TX,60,0,4,3,300
SHIP-DEMO-0536,SKU-DEMO-0536,TX,60,0,4,3,300
SHIP-DEMO-0537,SKU-DEMO-0537,TX,60,0,4,3,300
SHIP-DEMO-0538,SKU-DEMO-0538,TX,60,0,4,3,300
SHIP-DEMO-0539,SKU-DEMO-0539,TX,60,0,4,3,300
SHIP-DEMO-0540,SKU-DEMO-0540,TX,60,0,4,3,300
SHIP-DEMO-0541,SKU-DEMO-0541,TX,60,0,4,3,300
SHIP-DEMO-0542,SKU-DEMO-0542,TX,60,0,4,3,300
SHIP-DEMO-0543,SKU-DEMO-0543,TX,60,0,4,3,300
SHIP-DEMO-0544,SKU-DEMO-0544,TX,60,0,4,3,300
SHIP-DEMO-0545,SKU-DEMO-0545,TX,60,0,4,3,300
SHIP-DEMO-0546,SKU-DEMO-0546,TX,60,0,4,3,300
SHIP-DEMO-0547,SKU-DEMO-0547,TX,60,0,4,3,300
SHIP-DEMO-0548,SKU-DEMO-0548,TX,60,0,4,3,300
SHIP-DEMO-0549,SKU-DEMO-0549,TX,60,0,4,3,300
SHIP-DEMO-0550,SKU-DEMO-0550,TX,60,0,4,3,300
SHIP-DEMO-0551,SKU-DEMO-0551,TX,60,0,4,3,300
SHIP-DEMO-0552,SKU-DEMO-0552,TX,60,0,4,3,300
SHIP-DEMO-0553,SKU-DEMO-0553,TX,60,0,4,3,300
SHIP-DEMO-0554,SKU-DEMO-0554,TX,60,0,4,3,300
SHIP-DEMO-0555,SKU-DEMO-0555,TX,60,0,4,3,300
SHIP-DEMO-0556,SKU-DEMO-0556,TX,60,0,4,3,300
SHIP-DEMO-0557,SKU-DEMO-0557,TX,60,0,4,3,300
SHIP-DEMO-0558,SKU-DEMO-0558,TX,60,0,4,3,300
SHIP-DEMO-0559,SKU-DEMO-0559,TX,60,0,4,3,300
SHIP-DEMO-0560,SKU-DEMO-0560,TX,60,0,4,3,300
SHIP-DEMO-0561,SKU-DEMO-0561,TX,60,0,4,3,300
SHIP-DEMO-0562,SKU-DEMO-0562,TX,60,0,4,3,300
SHIP-DEMO-0563,SKU-DEMO-0563,TX,60,0,4,3,300
SHIP-DEMO-0564,SKU-DEMO-0564,TX,60,0,4,3,300
SHIP-DEMO-0565,SKU-DEMO-0565,TX,60,0,4,3,300
SHIP-DEMO-0566,SKU-DEMO-0566,TX,60,0,4,3,300
SHIP-DEMO-0567,SKU-DEMO-0567,TX,60,0,4,3,300
SHIP-DEMO-0568,SKU-DEMO-0568,TX,60,0,4,3,300
SHIP-DEMO-0569,SKU-DEMO-0569,TX,60,0,4,3,300
SHIP-DEMO-0570,SKU-DEMO-0570,TX,60,0,4,3,300
SHIP-DEMO-0571,SKU-DEMO-0571,TX,60,0,4,3,300
SHIP-DEMO-0572,SKU-DEMO-0572,TX,60,0,4,3,300
SHIP-DEMO-0573,SKU-DEMO-0573,TX,60,0,4,3,300
SHIP-DEMO-0574,SKU-DEMO-0574,TX,60,0,4,3,300
SHIP-DEMO-0575,SKU-DEMO-0575,TX,60,0,4,3,300
SHIP-DEMO-0576,SKU-DEMO-0576,TX,60,0,4,3,300
SHIP-DEMO-0577,SKU-DEMO-0577,TX,60,0,4,3,300
SHIP-DEMO-0578,SKU-DEMO-0578,TX,60,0,4,3,300
SHIP-DEMO-0579,SKU-DEMO-0579,TX,60,0,4,3,300
SHIP-DEMO-0580,SKU-DEMO-0580,TX,60,0,4,3,300
SHIP-DEMO-0581,SKU-DEMO-0581,TX,60,0,4,3,300
SHIP-DEMO-0582,SKU-DEMO-0582,TX,60,0,4,3,300
SHIP-DEMO-0583,SKU-DEMO-0583,TX,60,0,4,3,300
SHIP-DEMO-0584,SKU-DEMO-0584,TX,60,0,4,3,300
SHIP-DEMO-0585,SKU-DEMO-0585,TX,60,0,4,3,300
SHIP-DEMO-0586,SKU-DEMO-0586,TX,60,0,4,3,300
SHIP-DEMO-0587,SKU-DEMO-0587,TX,60,0,4,3,300
SHIP-DEMO-0588,SKU-DEMO-0588,TX,60,0,4,3,300
SHIP-DEMO-0589,SKU-DEMO-0589,TX,60,0,4,3,300
SHIP-DEMO-0590,SKU-DEMO-0590,TX,60,0,4,3,300
SHIP-DEMO-0591,SKU-DEMO-0591,TX,60,0,4,3,300
SHIP-DEMO-0592,SKU-DEMO-0592,TX,60,0,4,3,300
SHIP-DEMO-0593,SKU-DEMO-0593,TX,60,0,4,3,300
SHIP-DEMO-0594,SKU-DEMO-0594,TX,60,0,4,3,300
SHIP-DEMO-0595,SKU-DEMO-0595,TX,60,0,4,3,300
SHIP-DEMO-0596,SKU-DEMO-0596,TX,60,0,4,3,300
SHIP-DEMO-0597,SKU-DEMO-0597,TX,60,0,4,3,300
SHIP-DEMO-0598,SKU-DEMO-0598,TX,60,0,4,3,300
SHIP-DEMO-0599,SKU-DEMO-0599,TX,60,0,4,3,300
SHIP-DEMO-0600,SKU-DEMO-0600,TX,60,0,4,3,300
