sku,vendor_id,vendor_name,product_name,brand,category,gender,description,price,gtin,image_url,colour,size,material,submitted_at,vendor_approved,monthly_sales,gross_margin_pct
SKU-DEMO-0147,VENDOR-DEMO-0147,Fictional Supplier 0147,Demo Cotton Shirt 147,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001470,https://example.com/demo/SKU-DEMO-0147.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0148,VENDOR-DEMO-0148,Fictional Supplier 0148,Demo Cotton Shirt 148,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001487,https://example.com/demo/SKU-DEMO-0148.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0149,VENDOR-DEMO-0149,Fictional Supplier 0149,Demo Cotton Shirt 149,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001494,https://example.com/demo/SKU-DEMO-0149.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0150,VENDOR-DEMO-0150,Fictional Supplier 0150,Demo Cotton Shirt 150,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001500,https://example.com/demo/SKU-DEMO-0150.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0151,VENDOR-DEMO-0151,Fictional Supplier 0151,Demo Cotton Shirt 151,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001517,https://example.com/demo/SKU-DEMO-0151.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0152,VENDOR-DEMO-0152,Fictional Supplier 0152,Demo Cotton Shirt 152,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001524,https://example.com/demo/SKU-DEMO-0152.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0153,VENDOR-DEMO-0153,Fictional Supplier 0153,Demo Cotton Shirt 153,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001531,https://example.com/demo/SKU-DEMO-0153.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0154,VENDOR-DEMO-0154,Fictional Supplier 0154,Demo Cotton Shirt 154,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001548,https://example.com/demo/SKU-DEMO-0154.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0155,VENDOR-DEMO-0155,Fictional Supplier 0155,Demo Cotton Shirt 155,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001555,https://example.com/demo/SKU-DEMO-0155.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0156,VENDOR-DEMO-0156,Fictional Supplier 0156,Demo Cotton Shirt 156,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001562,https://example.com/demo/SKU-DEMO-0156.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0157,VENDOR-DEMO-0157,Fictional Supplier 0157,Demo Cotton Shirt 157,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001579,https://example.com/demo/SKU-DEMO-0157.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0158,VENDOR-DEMO-0158,Fictional Supplier 0158,Demo Cotton Shirt 158,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001586,https://example.com/demo/SKU-DEMO-0158.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0159,VENDOR-DEMO-0159,Fictional Supplier 0159,Demo Cotton Shirt 159,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001593,https://example.com/demo/SKU-DEMO-0159.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0160,VENDOR-DEMO-0160,Fictional Supplier 0160,Demo Cotton Shirt 160,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001609,https://example.com/demo/SKU-DEMO-0160.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0161,VENDOR-DEMO-0161,Fictional Supplier 0161,Demo Cotton Shirt 161,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001616,https://example.com/demo/SKU-DEMO-0161.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0162,VENDOR-DEMO-0162,Fictional Supplier 0162,Demo Cotton Shirt 162,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001623,https://example.com/demo/SKU-DEMO-0162.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0163,VENDOR-DEMO-0163,Fictional Supplier 0163,Demo Cotton Shirt 163,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001630,https://example.com/demo/SKU-DEMO-0163.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0164,VENDOR-DEMO-0164,Fictional Supplier 0164,Demo Cotton Shirt 164,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001647,https://example.com/demo/SKU-DEMO-0164.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0165,VENDOR-DEMO-0165,Fictional Supplier 0165,Demo Cotton Shirt 165,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001654,https://example.com/demo/SKU-DEMO-0165.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0166,VENDOR-DEMO-0166,Fictional Supplier 0166,Demo Cotton Shirt 166,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001661,https://example.com/demo/SKU-DEMO-0166.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0167,VENDOR-DEMO-0167,Fictional Supplier 0167,Demo Cotton Shirt 167,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001678,https://example.com/demo/SKU-DEMO-0167.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0168,VENDOR-DEMO-0168,Fictional Supplier 0168,Demo Cotton Shirt 168,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001685,https://example.com/demo/SKU-DEMO-0168.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0169,VENDOR-DEMO-0169,Fictional Supplier 0169,Demo Cotton Shirt 169,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001692,https://example.com/demo/SKU-DEMO-0169.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0170,VENDOR-DEMO-0170,Fictional Supplier 0170,Demo Cotton Shirt 170,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001708,https://example.com/demo/SKU-DEMO-0170.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0171,VENDOR-DEMO-0171,Fictional Supplier 0171,Demo Cotton Shirt 171,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001715,https://example.com/demo/SKU-DEMO-0171.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0172,VENDOR-DEMO-0172,Fictional Supplier 0172,Demo Cotton Shirt 172,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001722,https://example.com/demo/SKU-DEMO-0172.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0173,VENDOR-DEMO-0173,Fictional Supplier 0173,Demo Cotton Shirt 173,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001739,https://example.com/demo/SKU-DEMO-0173.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0174,VENDOR-DEMO-0174,Fictional Supplier 0174,Demo Cotton Shirt 174,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001746,https://example.com/demo/SKU-DEMO-0174.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0175,VENDOR-DEMO-0175,Fictional Supplier 0175,Demo Cotton Shirt 175,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001753,https://example.com/demo/SKU-DEMO-0175.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0176,VENDOR-DEMO-0176,Fictional Supplier 0176,Demo Cotton Shirt 176,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001760,https://example.com/demo/SKU-DEMO-0176.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0177,VENDOR-DEMO-0177,Fictional Supplier 0177,Demo Cotton Shirt 177,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001777,https://example.com/demo/SKU-DEMO-0177.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0178,VENDOR-DEMO-0178,Fictional Supplier 0178,Demo Cotton Shirt 178,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001784,https://example.com/demo/SKU-DEMO-0178.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0179,VENDOR-DEMO-0179,Fictional Supplier 0179,Demo Cotton Shirt 179,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001791,https://example.com/demo/SKU-DEMO-0179.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0180,VENDOR-DEMO-0180,Fictional Supplier 0180,Demo Cotton Shirt 180,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001807,https://example.com/demo/SKU-DEMO-0180.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0181,VENDOR-DEMO-0181,Fictional Supplier 0181,Demo Cotton Shirt 181,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001814,https://example.com/demo/SKU-DEMO-0181.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0182,VENDOR-DEMO-0182,Fictional Supplier 0182,Demo Cotton Shirt 182,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001821,https://example.com/demo/SKU-DEMO-0182.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0183,VENDOR-DEMO-0183,Fictional Supplier 0183,Demo Cotton Shirt 183,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001838,https://example.com/demo/SKU-DEMO-0183.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0184,VENDOR-DEMO-0184,Fictional Supplier 0184,Demo Cotton Shirt 184,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001845,https://example.com/demo/SKU-DEMO-0184.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0185,VENDOR-DEMO-0185,Fictional Supplier 0185,Demo Cotton Shirt 185,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001852,https://example.com/demo/SKU-DEMO-0185.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0186,VENDOR-DEMO-0186,Fictional Supplier 0186,Demo Cotton Shirt 186,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001869,https://example.com/demo/SKU-DEMO-0186.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0187,VENDOR-DEMO-0187,Fictional Supplier 0187,Demo Cotton Shirt 187,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001876,https://example.com/demo/SKU-DEMO-0187.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0188,VENDOR-DEMO-0188,Fictional Supplier 0188,Demo Cotton Shirt 188,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001883,https://example.com/demo/SKU-DEMO-0188.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0189,VENDOR-DEMO-0189,Fictional Supplier 0189,Demo Cotton Shirt 189,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001890,https://example.com/demo/SKU-DEMO-0189.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0190,VENDOR-DEMO-0190,Fictional Supplier 0190,Demo Cotton Shirt 190,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001906,https://example.com/demo/SKU-DEMO-0190.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0191,VENDOR-DEMO-0191,Fictional Supplier 0191,Demo Cotton Shirt 191,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001913,https://example.com/demo/SKU-DEMO-0191.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0192,VENDOR-DEMO-0192,Fictional Supplier 0192,Demo Cotton Shirt 192,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001920,https://example.com/demo/SKU-DEMO-0192.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0193,VENDOR-DEMO-0193,Fictional Supplier 0193,Demo Cotton Shirt 193,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001937,https://example.com/demo/SKU-DEMO-0193.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0194,VENDOR-DEMO-0194,Fictional Supplier 0194,Demo Cotton Shirt 194,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001944,https://example.com/demo/SKU-DEMO-0194.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0195,VENDOR-DEMO-0195,Fictional Supplier 0195,Demo Cotton Shirt 195,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001951,https://example.com/demo/SKU-DEMO-0195.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0196,VENDOR-DEMO-0196,Fictional Supplier 0196,Demo Cotton Shirt 196,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001968,https://example.com/demo/SKU-DEMO-0196.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0197,VENDOR-DEMO-0197,Fictional Supplier 0197,Demo Cotton Shirt 197,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001975,https://example.com/demo/SKU-DEMO-0197.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0198,VENDOR-DEMO-0198,Fictional Supplier 0198,Demo Cotton Shirt 198,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001982,https://example.com/demo/SKU-DEMO-0198.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0199,VENDOR-DEMO-0199,Fictional Supplier 0199,Demo Cotton Shirt 199,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000001999,https://example.com/demo/SKU-DEMO-0199.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0200,VENDOR-DEMO-0200,Fictional Supplier 0200,Demo Cotton Shirt 200,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002002,https://example.com/demo/SKU-DEMO-0200.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0201,VENDOR-DEMO-0201,Fictional Supplier 0201,Demo Cotton Shirt 201,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002019,https://example.com/demo/SKU-DEMO-0201.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0202,VENDOR-DEMO-0202,Fictional Supplier 0202,Demo Cotton Shirt 202,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002026,https://example.com/demo/SKU-DEMO-0202.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0203,VENDOR-DEMO-0203,Fictional Supplier 0203,Demo Cotton Shirt 203,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002033,https://example.com/demo/SKU-DEMO-0203.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0204,VENDOR-DEMO-0204,Fictional Supplier 0204,Demo Cotton Shirt 204,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002040,https://example.com/demo/SKU-DEMO-0204.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0205,VENDOR-DEMO-0205,Fictional Supplier 0205,Demo Cotton Shirt 205,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002057,https://example.com/demo/SKU-DEMO-0205.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0206,VENDOR-DEMO-0206,Fictional Supplier 0206,Demo Cotton Shirt 206,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002064,https://example.com/demo/SKU-DEMO-0206.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0207,VENDOR-DEMO-0207,Fictional Supplier 0207,Demo Cotton Shirt 207,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002071,https://example.com/demo/SKU-DEMO-0207.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0208,VENDOR-DEMO-0208,Fictional Supplier 0208,Demo Cotton Shirt 208,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002088,https://example.com/demo/SKU-DEMO-0208.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0209,VENDOR-DEMO-0209,Fictional Supplier 0209,Demo Cotton Shirt 209,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002095,https://example.com/demo/SKU-DEMO-0209.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0210,VENDOR-DEMO-0210,Fictional Supplier 0210,Demo Cotton Shirt 210,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002101,https://example.com/demo/SKU-DEMO-0210.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0211,VENDOR-DEMO-0211,Fictional Supplier 0211,Demo Cotton Shirt 211,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002118,https://example.com/demo/SKU-DEMO-0211.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0212,VENDOR-DEMO-0212,Fictional Supplier 0212,Demo Cotton Shirt 212,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002125,https://example.com/demo/SKU-DEMO-0212.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0213,VENDOR-DEMO-0213,Fictional Supplier 0213,Demo Cotton Shirt 213,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002132,https://example.com/demo/SKU-DEMO-0213.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0214,VENDOR-DEMO-0214,Fictional Supplier 0214,Demo Cotton Shirt 214,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002149,https://example.com/demo/SKU-DEMO-0214.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0215,VENDOR-DEMO-0215,Fictional Supplier 0215,Demo Cotton Shirt 215,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002156,https://example.com/demo/SKU-DEMO-0215.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0216,VENDOR-DEMO-0216,Fictional Supplier 0216,Demo Cotton Shirt 216,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002163,https://example.com/demo/SKU-DEMO-0216.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0217,VENDOR-DEMO-0217,Fictional Supplier 0217,Demo Cotton Shirt 217,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002170,https://example.com/demo/SKU-DEMO-0217.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0218,VENDOR-DEMO-0218,Fictional Supplier 0218,Demo Cotton Shirt 218,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002187,https://example.com/demo/SKU-DEMO-0218.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0219,VENDOR-DEMO-0219,Fictional Supplier 0219,Demo Cotton Shirt 219,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002194,https://example.com/demo/SKU-DEMO-0219.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0220,VENDOR-DEMO-0220,Fictional Supplier 0220,Demo Cotton Shirt 220,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002200,https://example.com/demo/SKU-DEMO-0220.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0221,VENDOR-DEMO-0221,Fictional Supplier 0221,Demo Cotton Shirt 221,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002217,https://example.com/demo/SKU-DEMO-0221.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0222,VENDOR-DEMO-0222,Fictional Supplier 0222,Demo Cotton Shirt 222,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002224,https://example.com/demo/SKU-DEMO-0222.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0223,VENDOR-DEMO-0223,Fictional Supplier 0223,Demo Cotton Shirt 223,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002231,https://example.com/demo/SKU-DEMO-0223.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0224,VENDOR-DEMO-0224,Fictional Supplier 0224,Demo Cotton Shirt 224,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002248,https://example.com/demo/SKU-DEMO-0224.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0225,VENDOR-DEMO-0225,Fictional Supplier 0225,Demo Cotton Shirt 225,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002255,https://example.com/demo/SKU-DEMO-0225.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0226,VENDOR-DEMO-0226,Fictional Supplier 0226,Demo Cotton Shirt 226,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000002262,https://example.com/demo/SKU-DEMO-0226.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
