Vendor ID,Vendor Name,Division,Class,Sub-Class,Vendor Style,Description,Color,Case-pack,Cost,Reg Retail,Original Retail,Total Quantity,Location,Ship Dates,Cancel Dates,PO_ID,Brand Name,SKU,currency,gender
VENDOR-DEMO-0098,Fictional Supplier 0098,Menswear,Apparel,Shirts,DEMO-STYLE-0098,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0098,Fictional Demo Brand,SKU-DEMO-0098,,Men
VENDOR-DEMO-0099,Fictional Supplier 0099,Menswear,Apparel,Shirts,DEMO-STYLE-0099,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0099,Fictional Demo Brand,SKU-DEMO-0099,,Men
VENDOR-DEMO-0100,Fictional Supplier 0100,Menswear,Apparel,Shirts,DEMO-STYLE-0100,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0100,Fictional Demo Brand,SKU-DEMO-0100,,Men
VENDOR-DEMO-0101,Fictional Supplier 0101,Menswear,Apparel,Shirts,DEMO-STYLE-0101,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0101,Fictional Demo Brand,SKU-DEMO-0101,,Men
VENDOR-DEMO-0102,Fictional Supplier 0102,Menswear,Apparel,Shirts,DEMO-STYLE-0102,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0102,Fictional Demo Brand,SKU-DEMO-0102,,Men
VENDOR-DEMO-0103,Fictional Supplier 0103,Menswear,Apparel,Shirts,DEMO-STYLE-0103,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0103,Fictional Demo Brand,SKU-DEMO-0103,,Men
VENDOR-DEMO-0104,Fictional Supplier 0104,Menswear,Apparel,Shirts,DEMO-STYLE-0104,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0104,Fictional Demo Brand,SKU-DEMO-0104,,Men
VENDOR-DEMO-0105,Fictional Supplier 0105,Menswear,Apparel,Shirts,DEMO-STYLE-0105,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0105,Fictional Demo Brand,SKU-DEMO-0105,,Men
VENDOR-DEMO-0106,Fictional Supplier 0106,Menswear,Apparel,Shirts,DEMO-STYLE-0106,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0106,Fictional Demo Brand,SKU-DEMO-0106,INR,Men
VENDOR-DEMO-0107,Fictional Supplier 0107,Menswear,Apparel,Shirts,DEMO-STYLE-0107,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0107,Fictional Demo Brand,SKU-DEMO-0107,INR,Men
VENDOR-DEMO-0108,Fictional Supplier 0108,Menswear,Apparel,Shirts,DEMO-STYLE-0108,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0108,Fictional Demo Brand,SKU-DEMO-0108,INR,Men
VENDOR-DEMO-0109,Fictional Supplier 0109,Menswear,Apparel,Shirts,DEMO-STYLE-0109,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0109,Fictional Demo Brand,SKU-DEMO-0109,INR,Men
VENDOR-DEMO-0110,Fictional Supplier 0110,Menswear,Apparel,Shirts,DEMO-STYLE-0110,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0110,Fictional Demo Brand,SKU-DEMO-0110,INR,Men
VENDOR-DEMO-0111,Fictional Supplier 0111,Menswear,Apparel,Shirts,DEMO-STYLE-0111,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0111,Fictional Demo Brand,SKU-DEMO-0111,INR,Men
VENDOR-DEMO-0112,Fictional Supplier 0112,Menswear,Apparel,Shirts,DEMO-STYLE-0112,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0112,Fictional Demo Brand,SKU-DEMO-0112,INR,Men
VENDOR-DEMO-0113,Fictional Supplier 0113,Menswear,Apparel,Shirts,DEMO-STYLE-0113,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0113,Fictional Demo Brand,SKU-DEMO-0113,INR,Men
VENDOR-DEMO-0114,Fictional Supplier 0114,Menswear,Apparel,Shirts,DEMO-STYLE-0114,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0114,Fictional Demo Brand,SKU-DEMO-0114,INR,Men
VENDOR-DEMO-0115,Fictional Supplier 0115,Menswear,Apparel,Shirts,DEMO-STYLE-0115,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0115,Fictional Demo Brand,SKU-DEMO-0115,INR,Men
VENDOR-DEMO-0116,Fictional Supplier 0116,Menswear,Apparel,Shirts,DEMO-STYLE-0116,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0116,Fictional Demo Brand,SKU-DEMO-0116,INR,Men
VENDOR-DEMO-0117,Fictional Supplier 0117,Menswear,Apparel,Shirts,DEMO-STYLE-0117,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0117,Fictional Demo Brand,SKU-DEMO-0117,INR,Men
VENDOR-DEMO-0118,Fictional Supplier 0118,Menswear,Apparel,Shirts,DEMO-STYLE-0118,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0118,Fictional Demo Brand,SKU-DEMO-0118,INR,Men
VENDOR-DEMO-0119,Fictional Supplier 0119,Menswear,Apparel,Shirts,DEMO-STYLE-0119,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0119,Fictional Demo Brand,SKU-DEMO-0119,INR,Men
VENDOR-DEMO-0120,Fictional Supplier 0120,Menswear,Apparel,Shirts,DEMO-STYLE-0120,Synthetic demonstration cotton shirt,Black,6,0,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0120,Fictional Demo Brand,SKU-DEMO-0120,INR,Men
VENDOR-DEMO-0121,Fictional Supplier 0121,Menswear,Apparel,Shirts,DEMO-STYLE-0121,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0121,Fictional Demo Brand,SKU-DEMO-0121,INR,Men
VENDOR-DEMO-0122,Fictional Supplier 0122,Menswear,Apparel,Shirts,DEMO-STYLE-0122,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0122,Fictional Demo Brand,SKU-DEMO-0122,INR,Men
VENDOR-DEMO-0123,Fictional Supplier 0123,Menswear,Apparel,Shirts,DEMO-STYLE-0123,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0123,Fictional Demo Brand,SKU-DEMO-0123,INR,Men
VENDOR-DEMO-0124,Fictional Supplier 0124,Menswear,Apparel,Shirts,DEMO-STYLE-0124,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0124,Fictional Demo Brand,SKU-DEMO-0124,INR,Men
VENDOR-DEMO-0125,Fictional Supplier 0125,Menswear,Apparel,Shirts,DEMO-STYLE-0125,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0125,Fictional Demo Brand,SKU-DEMO-0125,INR,Men
VENDOR-DEMO-0126,Fictional Supplier 0126,Menswear,Apparel,Shirts,DEMO-STYLE-0126,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0126,Fictional Demo Brand,SKU-DEMO-0126,INR,Men
VENDOR-DEMO-0127,Fictional Supplier 0127,Menswear,Apparel,Shirts,DEMO-STYLE-0127,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0127,Fictional Demo Brand,SKU-DEMO-0127,INR,Men
VENDOR-DEMO-0128,Fictional Supplier 0128,Menswear,Apparel,Shirts,DEMO-STYLE-0128,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0128,Fictional Demo Brand,SKU-DEMO-0128,INR,Men
VENDOR-DEMO-0129,Fictional Supplier 0129,Menswear,Apparel,Shirts,DEMO-STYLE-0129,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0129,Fictional Demo Brand,SKU-DEMO-0129,INR,Men
VENDOR-DEMO-0130,Fictional Supplier 0130,Menswear,Apparel,Shirts,DEMO-STYLE-0130,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0130,Fictional Demo Brand,SKU-DEMO-0130,INR,Men
VENDOR-DEMO-0131,Fictional Supplier 0131,Menswear,Apparel,Shirts,DEMO-STYLE-0131,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0131,Fictional Demo Brand,SKU-DEMO-0131,INR,Men
VENDOR-DEMO-0132,Fictional Supplier 0132,Menswear,Apparel,Shirts,DEMO-STYLE-0132,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0132,Fictional Demo Brand,SKU-DEMO-0132,INR,Men
VENDOR-DEMO-0133,Fictional Supplier 0133,Menswear,Apparel,Shirts,DEMO-STYLE-0133,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0133,Fictional Demo Brand,SKU-DEMO-0133,INR,Men
VENDOR-DEMO-0134,Fictional Supplier 0134,Menswear,Apparel,Shirts,DEMO-STYLE-0134,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0134,Fictional Demo Brand,SKU-DEMO-0134,INR,Men
VENDOR-DEMO-0135,Fictional Supplier 0135,Menswear,Apparel,Shirts,DEMO-STYLE-0135,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,0,TX,2026-10-20,2026-11-10,PO-DEMO-0135,Fictional Demo Brand,SKU-DEMO-0135,INR,Men
VENDOR-DEMO-0136,Fictional Supplier 0136,Menswear,Apparel,Shirts,DEMO-STYLE-0136,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0136,Fictional Demo Brand,SKU-DEMO-0136,INR,Men
VENDOR-DEMO-0137,Fictional Supplier 0137,Menswear,Apparel,Shirts,DEMO-STYLE-0137,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0137,Fictional Demo Brand,SKU-DEMO-0137,INR,Men
VENDOR-DEMO-0138,Fictional Supplier 0138,Menswear,Apparel,Shirts,DEMO-STYLE-0138,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0138,Fictional Demo Brand,SKU-DEMO-0138,INR,Men
VENDOR-DEMO-0139,Fictional Supplier 0139,Menswear,Apparel,Shirts,DEMO-STYLE-0139,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0139,Fictional Demo Brand,SKU-DEMO-0139,INR,Men
VENDOR-DEMO-0140,Fictional Supplier 0140,Menswear,Apparel,Shirts,DEMO-STYLE-0140,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0140,Fictional Demo Brand,SKU-DEMO-0140,INR,Men
VENDOR-DEMO-0141,Fictional Supplier 0141,Menswear,Apparel,Shirts,DEMO-STYLE-0141,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0141,Fictional Demo Brand,SKU-DEMO-0141,INR,Men
VENDOR-DEMO-0142,Fictional Supplier 0142,Menswear,Apparel,Shirts,DEMO-STYLE-0142,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0142,Fictional Demo Brand,SKU-DEMO-0142,INR,Men
VENDOR-DEMO-0143,Fictional Supplier 0143,Menswear,Apparel,Shirts,DEMO-STYLE-0143,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0143,Fictional Demo Brand,SKU-DEMO-0143,INR,Men
VENDOR-DEMO-0144,Fictional Supplier 0144,Menswear,Apparel,Shirts,DEMO-STYLE-0144,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0144,Fictional Demo Brand,SKU-DEMO-0144,INR,Men
VENDOR-DEMO-0145,Fictional Supplier 0145,Menswear,Apparel,Shirts,DEMO-STYLE-0145,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0145,Fictional Demo Brand,SKU-DEMO-0145,INR,Men
VENDOR-DEMO-0146,Fictional Supplier 0146,Menswear,Apparel,Shirts,DEMO-STYLE-0146,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0146,Fictional Demo Brand,SKU-DEMO-0146,INR,Men
VENDOR-DEMO-0147,Fictional Supplier 0147,Menswear,Apparel,Shirts,DEMO-STYLE-0147,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0147,Fictional Demo Brand,SKU-DEMO-0147,INR,Men
VENDOR-DEMO-0148,Fictional Supplier 0148,Menswear,Apparel,Shirts,DEMO-STYLE-0148,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0148,Fictional Demo Brand,SKU-DEMO-0148,INR,Men
VENDOR-DEMO-0149,Fictional Supplier 0149,Menswear,Apparel,Shirts,DEMO-STYLE-0149,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0149,Fictional Demo Brand,SKU-DEMO-0149,INR,Men
VENDOR-DEMO-0150,Fictional Supplier 0150,Menswear,Apparel,Shirts,DEMO-STYLE-0150,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,61,TX,2026-10-20,2026-11-10,PO-DEMO-0150,Fictional Demo Brand,SKU-DEMO-0150,INR,Men
VENDOR-DEMO-0151,Fictional Supplier 0151,Menswear,Apparel,Shirts,DEMO-STYLE-0151,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0151,Fictional Demo Brand,SKU-DEMO-0151,INR,Men
VENDOR-DEMO-0152,Fictional Supplier 0152,Menswear,Apparel,Shirts,DEMO-STYLE-0152,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0152,Fictional Demo Brand,SKU-DEMO-0152,INR,Men
VENDOR-DEMO-0153,Fictional Supplier 0153,Menswear,Apparel,Shirts,DEMO-STYLE-0153,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0153,Fictional Demo Brand,SKU-DEMO-0153,INR,Men
VENDOR-DEMO-0154,Fictional Supplier 0154,Menswear,Apparel,Shirts,DEMO-STYLE-0154,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0154,Fictional Demo Brand,SKU-DEMO-0154,INR,Men
VENDOR-DEMO-0155,Fictional Supplier 0155,Menswear,Apparel,Shirts,DEMO-STYLE-0155,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0155,Fictional Demo Brand,SKU-DEMO-0155,INR,Men
VENDOR-DEMO-0156,Fictional Supplier 0156,Menswear,Apparel,Shirts,DEMO-STYLE-0156,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0156,Fictional Demo Brand,SKU-DEMO-0156,INR,Men
VENDOR-DEMO-0157,Fictional Supplier 0157,Menswear,Apparel,Shirts,DEMO-STYLE-0157,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0157,Fictional Demo Brand,SKU-DEMO-0157,INR,Men
VENDOR-DEMO-0158,Fictional Supplier 0158,Menswear,Apparel,Shirts,DEMO-STYLE-0158,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0158,Fictional Demo Brand,SKU-DEMO-0158,INR,Men
VENDOR-DEMO-0159,Fictional Supplier 0159,Menswear,Apparel,Shirts,DEMO-STYLE-0159,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0159,Fictional Demo Brand,SKU-DEMO-0159,INR,Men
VENDOR-DEMO-0160,Fictional Supplier 0160,Menswear,Apparel,Shirts,DEMO-STYLE-0160,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0160,Fictional Demo Brand,SKU-DEMO-0160,INR,Men
VENDOR-DEMO-0161,Fictional Supplier 0161,Menswear,Apparel,Shirts,DEMO-STYLE-0161,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0161,Fictional Demo Brand,SKU-DEMO-0161,INR,Men
VENDOR-DEMO-0162,Fictional Supplier 0162,Menswear,Apparel,Shirts,DEMO-STYLE-0162,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0162,Fictional Demo Brand,SKU-DEMO-0162,INR,Men
VENDOR-DEMO-0163,Fictional Supplier 0163,Menswear,Apparel,Shirts,DEMO-STYLE-0163,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0163,Fictional Demo Brand,SKU-DEMO-0163,INR,Men
VENDOR-DEMO-0164,Fictional Supplier 0164,Menswear,Apparel,Shirts,DEMO-STYLE-0164,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0164,Fictional Demo Brand,SKU-DEMO-0164,INR,Men
VENDOR-DEMO-0165,Fictional Supplier 0165,Menswear,Apparel,Shirts,DEMO-STYLE-0165,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0165,Fictional Demo Brand,SKU-DEMO-0165,INR,Men
VENDOR-DEMO-0166,Fictional Supplier 0166,Menswear,Apparel,Shirts,DEMO-STYLE-0166,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0166,Fictional Demo Brand,SKU-DEMO-0166,INR,Men
VENDOR-DEMO-0167,Fictional Supplier 0167,Menswear,Apparel,Shirts,DEMO-STYLE-0167,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0167,Fictional Demo Brand,SKU-DEMO-0167,INR,Men
VENDOR-DEMO-0168,Fictional Supplier 0168,Menswear,Apparel,Shirts,DEMO-STYLE-0168,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0168,Fictional Demo Brand,SKU-DEMO-0168,INR,Men
VENDOR-DEMO-0169,Fictional Supplier 0169,Menswear,Apparel,Shirts,DEMO-STYLE-0169,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0169,Fictional Demo Brand,SKU-DEMO-0169,INR,Men
VENDOR-DEMO-0170,Fictional Supplier 0170,Menswear,Apparel,Shirts,DEMO-STYLE-0170,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0170,Fictional Demo Brand,SKU-DEMO-0170,INR,Men
VENDOR-DEMO-0171,Fictional Supplier 0171,Menswear,Apparel,Shirts,DEMO-STYLE-0171,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0171,Fictional Demo Brand,SKU-DEMO-0171,INR,Men
VENDOR-DEMO-0172,Fictional Supplier 0172,Menswear,Apparel,Shirts,DEMO-STYLE-0172,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0172,Fictional Demo Brand,SKU-DEMO-0172,INR,Men
VENDOR-DEMO-0173,Fictional Supplier 0173,Menswear,Apparel,Shirts,DEMO-STYLE-0173,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0173,Fictional Demo Brand,SKU-DEMO-0173,INR,Men
VENDOR-DEMO-0174,Fictional Supplier 0174,Menswear,Apparel,Shirts,DEMO-STYLE-0174,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0174,Fictional Demo Brand,SKU-DEMO-0174,INR,Men
VENDOR-DEMO-0175,Fictional Supplier 0175,Menswear,Apparel,Shirts,DEMO-STYLE-0175,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0175,Fictional Demo Brand,SKU-DEMO-0175,INR,Men
VENDOR-DEMO-0176,Fictional Supplier 0176,Menswear,Apparel,Shirts,DEMO-STYLE-0176,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0176,Fictional Demo Brand,SKU-DEMO-0176,INR,Men
VENDOR-DEMO-0177,Fictional Supplier 0177,Menswear,Apparel,Shirts,DEMO-STYLE-0177,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0177,Fictional Demo Brand,SKU-DEMO-0177,INR,Men
VENDOR-DEMO-0178,Fictional Supplier 0178,Menswear,Apparel,Shirts,DEMO-STYLE-0178,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0178,Fictional Demo Brand,SKU-DEMO-0178,INR,Men
VENDOR-DEMO-0179,Fictional Supplier 0179,Menswear,Apparel,Shirts,DEMO-STYLE-0179,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0179,Fictional Demo Brand,SKU-DEMO-0179,INR,Men
VENDOR-DEMO-0180,Fictional Supplier 0180,Menswear,Apparel,Shirts,DEMO-STYLE-0180,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0180,Fictional Demo Brand,SKU-DEMO-0180,INR,Men
VENDOR-DEMO-0181,Fictional Supplier 0181,Menswear,Apparel,Shirts,DEMO-STYLE-0181,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0181,Fictional Demo Brand,SKU-DEMO-0181,INR,Men
VENDOR-DEMO-0182,Fictional Supplier 0182,Menswear,Apparel,Shirts,DEMO-STYLE-0182,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0182,Fictional Demo Brand,SKU-DEMO-0182,INR,Men
VENDOR-DEMO-0183,Fictional Supplier 0183,Menswear,Apparel,Shirts,DEMO-STYLE-0183,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0183,Fictional Demo Brand,SKU-DEMO-0183,INR,Men
VENDOR-DEMO-0184,Fictional Supplier 0184,Menswear,Apparel,Shirts,DEMO-STYLE-0184,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0184,Fictional Demo Brand,SKU-DEMO-0184,INR,Men
VENDOR-DEMO-0185,Fictional Supplier 0185,Menswear,Apparel,Shirts,DEMO-STYLE-0185,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0185,Fictional Demo Brand,SKU-DEMO-0185,INR,Men
VENDOR-DEMO-0186,Fictional Supplier 0186,Menswear,Apparel,Shirts,DEMO-STYLE-0186,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0186,Fictional Demo Brand,SKU-DEMO-0186,INR,Men
VENDOR-DEMO-0187,Fictional Supplier 0187,Menswear,Apparel,Shirts,DEMO-STYLE-0187,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0187,Fictional Demo Brand,SKU-DEMO-0187,INR,Men
VENDOR-DEMO-0188,Fictional Supplier 0188,Menswear,Apparel,Shirts,DEMO-STYLE-0188,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0188,Fictional Demo Brand,SKU-DEMO-0188,INR,Men
VENDOR-DEMO-0189,Fictional Supplier 0189,Menswear,Apparel,Shirts,DEMO-STYLE-0189,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0189,Fictional Demo Brand,SKU-DEMO-0189,INR,Men
VENDOR-DEMO-0190,Fictional Supplier 0190,Menswear,Apparel,Shirts,DEMO-STYLE-0190,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0190,Fictional Demo Brand,SKU-DEMO-0190,INR,Men
VENDOR-DEMO-0191,Fictional Supplier 0191,Menswear,Apparel,Shirts,DEMO-STYLE-0191,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0191,Fictional Demo Brand,SKU-DEMO-0191,INR,Men
VENDOR-DEMO-0192,Fictional Supplier 0192,Menswear,Apparel,Shirts,DEMO-STYLE-0192,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0192,Fictional Demo Brand,SKU-DEMO-0192,INR,Men
VENDOR-DEMO-0193,Fictional Supplier 0193,Menswear,Apparel,Shirts,DEMO-STYLE-0193,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0193,Fictional Demo Brand,SKU-DEMO-0193,INR,Men
VENDOR-DEMO-0194,Fictional Supplier 0194,Menswear,Apparel,Shirts,DEMO-STYLE-0194,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0194,Fictional Demo Brand,SKU-DEMO-0194,INR,Men
